,name2,cluster_labels
4701,2021 Emakumeen Nafarroako Women's Elite Classics,5
4702,2021 Eschborn-Frankfurt,6
4703,2021 Estonian Road National Championships - ITT,0
4704,2021 Estonian Road National Championships,5
4705,2021 Ethias Tour de Wallonie Stage 1,5
4706,2021 Ethias Tour de Wallonie Stage 2,8
4707,2021 Ethias Tour de Wallonie Stage 3,5
4708,2021 Ethias Tour de Wallonie Stage 4,5
4709,2021 Ethias Tour de Wallonie Stage 5,5
4710,2021 Etoile de Besseges - Tour du Gard Stage 1,3
4711,2021 Etoile de Besseges - Tour du Gard Stage 2,5
4712,2021 Etoile de Besseges - Tour du Gard Stage 3,5
4713,2021 Etoile de Besseges - Tour du Gard Stage 4,5
4714,2021 Etoile de Besseges - Tour du Gard Stage 5,0
4715,2021 Eurometropole Tour,5
4716,2021 Faun-Ardeche Classic,5
4717,2021 Finnish Road National Championships - ITT,0
4718,2021 Finnish Road National Championships,3
4719,2021 Five Rings of Moscow Prologue,0
4720,2021 Five Rings of Moscow Stage 1,1
4721,2021 Five Rings of Moscow Stage 2,1
4722,2021 Five Rings of Moscow Stage 3,5
4723,2021 Five Rings of Moscow Stage 4,6
4724,2021 Flanders Tomorrow Tour Stage 1,3
4725,2021 Flanders Tomorrow Tour Stage 2,3
4726,2021 Flanders Tomorrow Tour Stage 3-1,0
4727,2021 Flanders Tomorrow Tour Stage 3-2,3
4728,2021 French Road National Championships - ITT,0
4729,2021 French Road National Championships,5
4730,2021 Fyn Rundt - Tour of Funen,6
4731,2021 Gent-Wevelgem in Flanders Fields,6
4732,2021 German Road National Championship,8
4733,2021 German Road National Championships - ITT,0
4734,2021 German Road National Championships,5
4735,2021 Germenica Grand Prix Road Race,4
4736,2021 Giro Ciclistico d'Italia Stage 1,5
4737,2021 Giro Ciclistico d'Italia Stage 10,3
4738,2021 Giro Ciclistico d'Italia Stage 2,5
4739,2021 Giro Ciclistico d'Italia Stage 3,5
4740,2021 Giro Ciclistico d'Italia Stage 4,0
4741,2021 Giro Ciclistico d'Italia Stage 5,5
4742,2021 Giro Ciclistico d'Italia Stage 6,5
4743,2021 Giro Ciclistico d'Italia Stage 7,4
4744,2021 Giro Ciclistico d'Italia Stage 8,6
4745,2021 Giro Ciclistico d'Italia Stage 9,6
4746,2021 Giro Ciclistico della Valle d'Aosta - Mont Blanc Stage 1,5
4747,2021 Giro Ciclistico della Valle d'Aosta - Mont Blanc Stage 2,4
4748,2021 Giro Ciclistico della Valle d'Aosta - Mont Blanc Stage 3,4
4749,2021 Giro d'Italia Criterium,0
4750,2021 Giro d'Italia Internazionale Femminile Stage 1,0
4751,2021 Giro d'Italia Internazionale Femminile Stage 10,5
4752,2021 Giro d'Italia Internazionale Femminile Stage 2,4
4753,2021 Giro d'Italia Internazionale Femminile Stage 3,5
4754,2021 Giro d'Italia Internazionale Femminile Stage 4,0
4755,2021 Giro d'Italia Internazionale Femminile Stage 5,0
4756,2021 Giro d'Italia Internazionale Femminile Stage 6,6
4757,2021 Giro d'Italia Internazionale Femminile Stage 7,5
4758,2021 Giro d'Italia Internazionale Femminile Stage 8,3
4759,2021 Giro d'Italia Internazionale Femminile Stage 9,4
4760,2021 Giro d'Italia Stage 1,2
4761,2021 Giro d'Italia Stage 10,6
4762,2021 Giro d'Italia Stage 11,5
4763,2021 Giro d'Italia Stage 12,5
4764,2021 Giro d'Italia Stage 13,6
4765,2021 Giro d'Italia Stage 14,4
4766,2021 Giro d'Italia Stage 15,5
4767,2021 Giro d'Italia Stage 16,4
4768,2021 Giro d'Italia Stage 17,6
4769,2021 Giro d'Italia Stage 18,6
4770,2021 Giro d'Italia Stage 19,4
4771,2021 Giro d'Italia Stage 2,3
4772,2021 Giro d'Italia Stage 20,4
4773,2021 Giro d'Italia Stage 21,0
4774,2021 Giro d'Italia Stage 3,5
4775,2021 Giro d'Italia Stage 4,6
4776,2021 Giro d'Italia Stage 5,3
4777,2021 Giro d'Italia Stage 6,4
4778,2021 Giro d'Italia Stage 7,5
4779,2021 Giro d'Italia Stage 8,5
4780,2021 Giro d'Italia Stage 9,4
4781,2021 Giro del Medio Brenta,4
4782,2021 Giro del Veneto,6
4783,2021 Giro dell'Appennino,6
4784,2021 Giro dell'Emilia Internazionale Donne Elite,2
4785,2021 Giro dell'Emilia,6
4786,2021 Giro della Toscana - Memorial Alfredo Martini,5
4787,2021 Giro di Sicilia - Tour of Sicily Stage 1,6
4788,2021 Giro di Sicilia - Tour of Sicily Stage 2,5
4789,2021 Giro di Sicilia - Tour of Sicily Stage 3,5
4790,2021 Giro di Sicilia - Tour of Sicily Stage 4,5
4791,2021 Gooikse Pijl,1
4792,2021 GP Adria Mobil,6
4793,2021 Gp Capodarco Comunita Di Capodarco,6
4794,2021 GP de Fourmies ,5
4795,2021 GP de Plouay - Lorient Agglomeration Trophee CERATIZIT,5
4796,2021 GP Eco-Struct,1
4797,2021 GP Himmerland Rundt,5
4798,2021 GP Industria & Artigianato,5
4799,2021 GP Kranj,6
4800,2021 GP Oetingen,1
4801,2021 GP Slovenia,6
4802,2021 GP Slovenian Istria,5
4803,2021 GP Torres Vedras - Trofeu Joaquim Agostinho Stage 1,2
4804,2021 GP Torres Vedras - Trofeu Joaquim Agostinho Stage 2,5
4805,2021 GP Torres Vedras - Trofeu Joaquim Agostinho Stage 3,5
4806,2021 Gran Piemonte,5
4807,2021 Gran Premio Ciudad de Eibar,5
4808,2021 Gran Premio Eccellenze Valli del Soligo (Cronosquadre),0
4809,2021 Gran Premio Miguel Indurain,6
4810,2021 Grand Prix Alanya,5
4811,2021 Grand Prix Bob Jungels,5
4812,2021 Grand Prix Chantal Biya Stage 1,5
4813,2021 Grand Prix Chantal Biya Stage 2,3
4814,2021 Grand Prix Chantal Biya Stage 3,5
4815,2021 Grand Prix Chantal Biya Stage 4,7
4816,2021 Grand Prix Chantal Biya Stage 5,5
4817,2021 Grand Prix Cycliste la Marseillaise,5
4818,2021 Grand Prix d'Isbergues - Pas de Calais,1
4819,2021 Grand Prix de Denain - Porte du Hainaut,1
4820,2021 Grand Prix de la Somme Conseil Departemental 80,5
4821,2021 Grand Prix de la ville de Perenchies,3
4822,2021 Grand Prix de Wallonie,5
4823,2021 Grand Prix Develi,4
4824,2021 Grand Prix du Morbihan Feminin,5
4825,2021 Grand Prix du Morbihan,5
4826,2021 Grand Prix Erciyes - Mimar Sinan,5
4827,2021 Grand Prix Feminin de Chambery,2
4828,2021 Grand Prix Gazipasa,5
4829,2021 Grand Prix Gundogmus,6
4830,2021 Grand Prix Herning,3
4831,2021 Grand Prix International d'Isbergues - Pas de Calais Feminin,3
4832,2021 Grand Prix Kayseri,4
4833,2021 Grand Prix Mediterrennean,3
4834,2021 Grand Prix Ruebliland Stage 1,2
4835,2021 Grand Prix Ruebliland Stage 2-1,2
4836,2021 Grand Prix Ruebliland Stage 2-2,0
4837,2021 Grand Prix Ruebliland Stage 3,5
4838,2021 Grand Prix Velo Alanya,6
4839,2021 Grand Prix Velo Erciyes,4
4840,2021 Grand Prix Velo Manavgat,3
4841,2021 Grand Prix West Bohemia,5
4842,2021 Gravel and Tar Classic,5
4843,2021 Gravel and Tar la Femme,2
4844,2021 Grosser Preis des Kantons Aargau,5
4845,2021 Grote prijs Beerens,1
4846,2021 Grote prijs Jean-Pierre Monsere,3
4847,2021 Grote Prijs Jef Scherens - Rondom Leuven,1
4848,2021 Grote Prijs Marcel Kint,1
4849,2021 Gylne Gutuer,7
4850,2021 Healthy Ageing Tour Stage 1,8
4851,2021 Healthy Ageing Tour Stage 2,0
4852,2021 Healthy Ageing Tour Stage 3,3
4853,2021 Hellenic Road National Championships - ITT,0
4854,2021 Hellenic Road National Championships,5
4855,2021 Henryk LASAK Memorial,5
4856,2021 Heylen Vastgoed Heistse Pijl,3
4857,2021 Hungarian Road National Championships - ITT,0
4858,2021 Hungarian Road National Championships,5
4859,2021 Il Lombardia,6
4860,2021 In the Footsteps of the Romans Stage 1,5
4861,2021 In the Footsteps of the Romans Stage 2,5
4862,2021 International Rhodes GP Powered by Mitsis Hotels,6
4863,2021 International Tour of Rhodes Prologue,0
4864,2021 International Tour of Rhodes Stage 1,5
4865,2021 International Tour of Rhodes Stage 2,5
4866,2021 International Tour of Rhodes Stage 3,5
4867,2021 Irish Road National Championships - ITT,0
4868,2021 Irish Road National Championships,2
4869,2021 Israeli Road National Championships - ITT,0
4870,2021 Israeli Road National Championships,5
4871,2021 Istrian Spring Trophy Prologue,2
4872,2021 Istrian Spring Trophy Stage 1,5
4873,2021 Istrian Spring Trophy Stage 2,6
4874,2021 Istrian Spring Trophy Stage 3,5
4875,2021 Italian Road National Championships - ITT,0
4876,2021 Italian Road National Championships,6
4877,2021 Itzulia Basque Country Stage 1,0
4878,2021 Itzulia Basque Country Stage 2,6
4879,2021 Itzulia Basque Country Stage 3,5
4880,2021 Itzulia Basque Country Stage 4,6
4881,2021 Itzulia Basque Country Stage 5,6
4882,2021 Itzulia Basque Country Stage 6,5
4883,2021 Japanese Road National Championships - ITT,0
4884,2021 Japanese Road National Championships,1
4885,2021 Joe Martin Stage Race Stage 1,5
4886,2021 Joe Martin Stage Race Stage 2,5
4887,2021 Joe Martin Stage Race Stage 3,0
4888,2021 Joe Martin Stage Race Stage 4,2
4889,2021 Johan Museeuw Classic - G.P. Stad Gistel,1
4890,2021 Kahramanmaras Grand Prix Road Race,3
4891,2021 Kampioenschap van Vlaanderen,1
4892,2021 Kayseri Junior Race Stage 1,0
4893,2021 Kayseri Junior Race Stage 2,3
4894,2021 Keizer der Juniores Stage 1-1,0
4895,2021 Keizer der Juniores Stage 1-2,1
4896,2021 Keizer der Juniores Stage 2,3
4897,2021 Kreiz Breizh Elites Stage 1,0
4898,2021 Kreiz Breizh Elites Stage 2,5
4899,2021 Kreiz Breizh Elites Stage 3,5
4900,2021 Kreiz Breizh Elites Stage 4,5
4901,2021 Kuurne - Bruxelles - Kuurne,6
4902,2021 L'Etoile d'Or Stage 1-1,2
4903,2021 L'Etoile d'Or Stage 1-2,3
4904,2021 L'Etoile d'Or Stage 2,5
4905,2021 La Choralis Fourmies Feminine,5
4906,2021 La Classique des Alpes Juniors,5
4907,2021 La Classique Morbihan,5
4908,2021 La Course by Le Tour de France,5
4909,2021 La Fleche Wallonne Feminine,5
4910,2021 La Fleche Wallonne,5
4911,2021 La Perigord Ladies,5
4912,2021 La Philippe Gilbert juniors Stage 1,2
4913,2021 La Philippe Gilbert juniors Stage 2,5
4914,2021 La Picto - Charentaise,3
4915,2021 La Poly Normande,5
4916,2021 La Ronde des Vallees Stage 1,3
4917,2021 La Ronde des Vallees Stage 2-1,0
4918,2021 La Ronde des Vallees Stage 2-2,2
4919,2021 La Roue Tourangelle Centre Val de Loire - Trophee Harmonie Mutuelle,5
4920,2021 La Route Adelie de Vitre,5
4921,2021 La Route d'Occitanie - La Depeche du Midi Stage 1,5
4922,2021 La Route d'Occitanie - La Depeche du Midi Stage 2,5
4923,2021 La Route d'Occitanie - La Depeche du Midi Stage 3,4
4924,2021 La Route d'Occitanie - La Depeche du Midi Stage 4,5
4925,2021 La Vuelta ciclista a Espana Stage 1,2
4926,2021 La Vuelta ciclista a Espana Stage 10,6
4927,2021 La Vuelta ciclista a Espana Stage 11,4
4928,2021 La Vuelta ciclista a Espana Stage 12,6
4929,2021 La Vuelta ciclista a Espana Stage 13,5
4930,2021 La Vuelta ciclista a Espana Stage 14,4
4931,2021 La Vuelta ciclista a Espana Stage 15,4
4932,2021 La Vuelta ciclista a Espana Stage 16,5
4933,2021 La Vuelta ciclista a Espana Stage 17,4
4934,2021 La Vuelta ciclista a Espana Stage 18,4
4935,2021 La Vuelta ciclista a Espana Stage 19,5
4936,2021 La Vuelta ciclista a Espana Stage 2,6
4937,2021 La Vuelta ciclista a Espana Stage 20,5
4938,2021 La Vuelta ciclista a Espana Stage 21,0
4939,2021 La Vuelta ciclista a Espana Stage 3,4
4940,2021 La Vuelta ciclista a Espana Stage 4,5
4941,2021 La Vuelta ciclista a Espana Stage 5,3
4942,2021 La Vuelta ciclista a Espana Stage 6,3
4943,2021 La Vuelta ciclista a Espana Stage 7,4
4944,2021 La Vuelta ciclista a Espana Stage 8,5
4945,2021 La Vuelta ciclista a Espana Stage 9,4
4946,2021 Ladies Tour of Norway Stage 1,5
4947,2021 Ladies Tour of Norway Stage 2,5
4948,2021 Ladies Tour of Norway Stage 3,5
4949,2021 Ladies Tour of Norway Stage 4,5
4950,2021 Latvian Road National Championships,5
4951,2021 Le Samyn des Dames,2
4952,2021 Le Samyn,1
4953,2021 Le Tour de Bretagne Stage 1,5
4954,2021 Le Tour de Bretagne Stage 2,5
4955,2021 Le Tour de Bretagne Stage 3,6
4956,2021 Le Tour de Bretagne Stage 4,5
4957,2021 Le Tour de Bretagne Stage 5,5
4958,2021 Le Tour de Bretagne Stage 6,6
4959,2021 Le Tour de Bretagne Stage 7,5
4960,2021 Le Tour de Savoie Mont Blanc Prologue,0
4961,2021 Le Tour de Savoie Mont Blanc Stage 1,4
4962,2021 Le Tour de Savoie Mont Blanc Stage 2,4
4963,2021 Le Tour de Savoie Mont Blanc Stage 3,4
4964,2021 Le Tour de Savoie Mont Blanc Stage 4,4
4965,2021 Liege - Bastogne - Liege Femmes,5
4966,2021 Liege - Bastogne - Liege,5
4967,2021 Lillehammer GP,5
4968,2021 Lituanian Road National Championships - ITT,0
4969,2021 Lituanian Road National Championships,5
4970,2021 Lotto Belgium Tour Prologue,0
4971,2021 Lotto Belgium Tour Stage 1,0
4972,2021 Lotto Belgium Tour Stage 2,1
4973,2021 Lotto Belgium Tour Stage 3,1
4974,2021 Lotto Thueringen ladies Tour Stage 1,2
4975,2021 Lotto Thueringen ladies Tour Stage 2,6
4976,2021 Lotto Thueringen ladies Tour Stage 3,5
4977,2021 Lotto Thueringen ladies Tour Stage 4,5
4978,2021 Lotto Thueringen ladies Tour Stage 5,5
4979,2021 Lotto Thueringen ladies Tour Stage 6,2
4980,2021 Luxembourg Road National Championship,8
4981,2021 Luxembourg Road National Championships - ITT,0
4982,2021 Luxembourg Road National Championships,5
4983,2021 Manavgat Side Junior Stage 1,3
4984,2021 Manavgat Side Junior Stage 2,0
4985,2021 Medzinarodne dni cyklistiky Dubnica nad Vahom Stage 1,0
4986,2021 Medzinarodne dni cyklistiky Dubnica nad Vahom Stage 2,6
4987,2021 Medzinarodne dni cyklistiky Dubnica nad Vahom Stage 3,5
4988,2021 Memorial Marco Pantani,5
4989,2021 Menen Kemmel Menen,1
4990,2021 Mercan'Tour Classic Alpes-Maritimes,4
4991,2021 Milano - Torino,6
4992,2021 Milano-Sanremo,6
4993,2021 Miron Women's WorldTour Ronde van Drenthe,3
4994,2021 Mont Ventoux Denivele Challenge,4
4995,2021 Namibian Road National Championships - ITT,2
4996,2021 Namibian Road National Championships,8
4997,2021 Navarra Women's Elite Classics,5
4998,2021 Netherlands Road National Championships,3
4999,2021 New Zealand Cycle Classic Stage 1,0
5000,2021 New Zealand Cycle Classic Stage 2,5
5001,2021 New Zealand Cycle Classic Stage 3,3
5002,2021 New Zealand Cycle Classic Stage 4,5
5003,2021 New Zealand Cycle Classic Stage 5,0
5004,2021 New Zealand Road National Championships - ITT,0
5005,2021 New Zealand Road National Championships,5
5006,2021 Norwegian Road National Championships - ITT,0
5007,2021 Norwegian Road National Championships,5
5008,2021 Oberosterreichrundfahrt Prologue,0
5009,2021 Oberosterreichrundfahrt Stage 1,5
5010,2021 Oberosterreichrundfahrt Stage 2,5
5011,2021 Oberosterreichrundfahrt Stage 3,4
5012,2021 Oita Urban Classic,5
5013,2021 Okolo jiznich Cech ,0
5014,2021 Okolo Slovenska ,0
5015,2021 Omloop Het Nieuwsblad Elite,6
5016,2021 Omloop Het Nieuwsblad-vrouwen elite ,3
5017,2021 Omloop van de Westhoek - Memorial Stive Vermaut,1
5018,2021 Omloop van het Houtland Middelkerke-Lichtervelde,1
5019,2021 One Belt One Road Nation's Cup Hungary Prologue,0
5020,2021 One Belt One Road Nation's Cup Hungary Stage 1-1,2
5021,2021 One Belt One Road Nation's Cup Hungary Stage 1-2,0
5022,2021 One Belt One Road Nation's Cup Hungary Stage 2,0
5023,2021 Orlen Grand Prix Stage 1,3
5024,2021 Orlen Grand Prix Stage 2,3
5025,2021 Oxyclean Classic Brugge-De Panne,3
5026,2021 Pan American Youth Games - ITT,0
5027,2021 Pan American Youth Games,2
5028,2021 Paraguayan Road National Championships - ITT,0
5029,2021 Paraguayan Road National Championships,0
5030,2021 Paris - Bourges,5
5031,2021 Paris - Camembert,5
5032,2021 Paris - Roubaix Juniors,1
5033,2021 Paris - Tours Elite,5
5034,2021 Paris - Tours Espoirs,5
5035,2021 Paris - Troyes,5
5036,2021 Paris-Mantes Cycliste,5
5037,2021 Paris-Nice Stage 1,6
5038,2021 Paris-Nice Stage 2,3
5039,2021 Paris-Nice Stage 3,0
5040,2021 Paris-Nice Stage 4,5
5041,2021 Paris-Nice Stage 5,3
5042,2021 Paris-Nice Stage 6,5
5043,2021 Paris-Nice Stage 7,4
5044,2021 Paris-Nice Stage 8,2
5045,2021 Paris-Roubaix Femmes,0
5046,2021 Paris-Roubaix,6
5047,2021 Per Sempre Alfredo,5
5048,2021 Polish National Road Championships - ITT,0
5049,2021 Polish National Road Championships,6
5050,2021 Portugal Road National Championships - ITT,0
5051,2021 Portugal Road National Championships,5
5052,2021 PostNord Danmark Rundt - Tour of Denmark Stage 1,3
5053,2021 PostNord Danmark Rundt - Tour of Denmark Stage 2,3
5054,2021 PostNord Danmark Rundt - Tour of Denmark Stage 3,6
5055,2021 PostNord Danmark Rundt - Tour of Denmark Stage 4,6
5056,2021 PostNord Danmark Rundt - Tour of Denmark Stage 5,0
5057,2021 Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini Prologue,0
5058,2021 Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini Stage 1,3
5059,2021 Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini Stage 2,6
5060,2021 Presidential Cycling Tour of Turkey Stage 1,2
5061,2021 Presidential Cycling Tour of Turkey Stage 2,5
5062,2021 Presidential Cycling Tour of Turkey Stage 3,6
5063,2021 Presidential Cycling Tour of Turkey Stage 4,3
5064,2021 Presidential Cycling Tour of Turkey Stage 5,4
5065,2021 Presidential Cycling Tour of Turkey Stage 6,5
5066,2021 Presidential Cycling Tour of Turkey Stage 7,5
5067,2021 Presidential Cycling Tour of Turkey Stage 8,5
5068,2021 Primus Classic,6
5069,2021 Prueba Villafranca - Ordiziako Klasika,6
5070,2021 Puchar Mon,3
5071,2021 PWZ Zuidenveld Tour,3
5072,2021 Qatar Road National Championships - ITT,0
5073,2021 Qatar Road National Championships,2
5074,2021 Rent Liv Lobet Skive,5
5075,2021 Road Elite Caribbean Cycling Championship - ITT,0
5076,2021 Road Elite Caribbean Cycling Championship,3
5077,2021 Ronde de l'Isard Stage 1,6
5078,2021 Ronde de l'Isard Stage 2,3
5079,2021 Ronde de l'Isard Stage 3,5
5080,2021 Ronde de l'Isard Stage 4,4
5081,2021 Ronde de l'Isard Stage 5,6
5082,2021 Ronde de Mouscron,1
5083,2021 Ronde van de Achterhoek,3
5084,2021 Ronde van Vlaanderen - Tour des Flandres,6
5085,2021 Royal Bernard Drome Classic,5
5086,2021 Ruota d'Oro - GP Festa del Perdono,6
5087,2021 Russian Road National Championship - ITT,0
5088,2021 Russian Road National Championship,6
5089,2021 Sazka Tour Stage 1,6
5090,2021 Sazka Tour Stage 2,5
5091,2021 Sazka Tour Stage 3,4
5092,2021 Sazka Tour Stage 4,5
5093,2021 Scheldeprijs vrouwen elite,0
5094,2021 Scheldeprijs,3
5095,2021 Setmana Ciclista Valenciana Stage 1,5
5096,2021 Setmana Ciclista Valenciana Stage 2,5
5097,2021 Setmana Ciclista Valenciana Stage 3,3
5098,2021 Setmana Ciclista Valenciana Stage 4,5
5099,2021 Settimana Ciclistica Italiana Stage 1,5
5100,2021 Settimana Ciclistica Italiana Stage 2,5
5101,2021 Settimana Ciclistica Italiana Stage 3,5
5102,2021 Settimana Ciclistica Italiana Stage 4,5
5103,2021 Settimana Ciclistica Italiana Stage 5,6
5104,2021 Settimana Internazionale Coppi e Bartali Stage 1-1,2
5105,2021 Settimana Internazionale Coppi e Bartali Stage 1-2,0
5106,2021 Settimana Internazionale Coppi e Bartali Stage 2,6
5107,2021 Settimana Internazionale Coppi e Bartali Stage 3,5
5108,2021 Settimana Internazionale Coppi e Bartali Stage 4,5
5109,2021 Settimana Internazionale Coppi e Bartali Stage 5,5
5110,2021 Sibiu Cycling Tour Prologue,0
5111,2021 Sibiu Cycling Tour Stage 1,4
5112,2021 Sibiu Cycling Tour Stage 2,4
5113,2021 Sibiu Cycling Tour Stage 3,5
5114,2021 Simac Ladies Tour Prologue,0
5115,2021 Simac Ladies Tour Stage 1,0
5116,2021 Simac Ladies Tour Stage 2,0
5117,2021 Simac Ladies Tour Stage 3,3
5118,2021 Simac Ladies Tour Stage 4,5
5119,2021 Simac Ladies Tour Stage 5,6
5120,2021 Skoda-Tour de Luxembourg Stage 1,5
5121,2021 Skoda-Tour de Luxembourg Stage 2,5
5122,2021 Skoda-Tour de Luxembourg Stage 3,5
5123,2021 Skoda-Tour de Luxembourg Stage 4,0
5124,2021 Skoda-Tour de Luxembourg Stage 5,6
5125,2021 Slovakian Road National Championship - ITT,0
5126,2021 Slovakian Road National Championship,2
5127,2021 Slovenian Road National Championships - ITT,0
5128,2021 Slovenian Road National Championships,5
5129,2021 South African Road National Championships - ITT,0
5130,2021 South African Road National Championships,5
5131,2021 Spanish Road National Championships - ITT,0
5132,2021 Spanish Road National Championships,5
5133,2021 SPAR Flanders Diamond Tour,1
5134,2021 Sparkassen Munsterland Giro,3
5135,2021 Strade Bianche,7
5136,2021 Swedish Road National Championships - ITT,0
5137,2021 Swedish Road National Championships,8
5138,2021 Swiss Road National Championship,8
5139,2021 Swiss Road National Championships - ITT,2
5140,2021 Swiss Road National Championships,5
5141,2021 TF GD Dorigo MO Biemmereti MO Ettore e Cristiano Floriani MO Emilio Mazzero,5
5142,2021 Tirreno-Adriatico Stage 1,5
5143,2021 Tirreno-Adriatico Stage 2,5
5144,2021 Tirreno-Adriatico Stage 3,5
5145,2021 Tirreno-Adriatico Stage 4,4
5146,2021 Tirreno-Adriatico Stage 5,5
5147,2021 Tirreno-Adriatico Stage 6,6
5148,2021 Tirreno-Adriatico Stage 7,0
5149,2021 Tokyo 2020 Olympic Road Race,4
5150,2021 Tokyo 2020 Olympics - ITT,2
5151,2021 Tour Cycliste Feminin International de l'Ardeche Stage 1,5
5152,2021 Tour Cycliste Feminin International de l'Ardeche Stage 2,5
5153,2021 Tour Cycliste Feminin International de l'Ardeche Stage 3,5
5154,2021 Tour Cycliste Feminin International de l'Ardeche Stage 4,4
5155,2021 Tour Cycliste Feminin International de l'Ardeche Stage 5,5
5156,2021 Tour Cycliste Feminin International de l'Ardeche Stage 6,5
5157,2021 Tour Cycliste Feminin International de l'Ardeche Stage 7,2
5158,2021 Tour Cycliste International de la Guadeloupe Prologue,0
5159,2021 Tour Cycliste International de la Guadeloupe Stage 1,3
5160,2021 Tour Cycliste International de la Guadeloupe Stage 2,6
5161,2021 Tour Cycliste International de la Guadeloupe Stage 3,6
5162,2021 Tour Cycliste International de la Guadeloupe Stage 4,6
5163,2021 Tour Cycliste International de la Guadeloupe Stage 5,5
5164,2021 Tour Cycliste International de la Guadeloupe Stage 6,6
5165,2021 Tour Cycliste International de la Guadeloupe Stage 7,6
5166,2021 Tour Cycliste International de la Guadeloupe Stage 8,0
5167,2021 Tour Cycliste International de la Guadeloupe Stage 9,3
5168,2021 Tour d'Eure-et-Loir Stage 1,3
5169,2021 Tour d'Eure-et-Loir Stage 2,3
5170,2021 Tour d'Eure-et-Loir Stage 3,3
5171,2021 Tour de Belle Isle en Terre - Kreiz Breizh Elites Dames Stage 1,5
5172,2021 Tour de Belle Isle en Terre - Kreiz Breizh Elites Dames Stage 2,5
5173,2021 Tour de Cameroon,3
5174,2021 Tour de Feminin Stage 1,0
5175,2021 Tour de Feminin Stage 2,5
5176,2021 Tour de Feminin Stage 3,5
5177,2021 Tour de Feminin Stage 4,5
5178,2021 Tour de France Stage 1,6
5179,2021 Tour de France Stage 10,5
5180,2021 Tour de France Stage 11,6
5181,2021 Tour de France Stage 12,6
5182,2021 Tour de France Stage 13,6
5183,2021 Tour de France Stage 14,5
5184,2021 Tour de France Stage 15,4
5185,2021 Tour de France Stage 16,5
5186,2021 Tour de France Stage 17,4
5187,2021 Tour de France Stage 18,4
5188,2021 Tour de France Stage 19,6
5189,2021 Tour de France Stage 2,6
5190,2021 Tour de France Stage 20,0
5191,2021 Tour de France Stage 21,3
5192,2021 Tour de France Stage 3,5
5193,2021 Tour de France Stage 4,5
5194,2021 Tour de France Stage 5,0
5195,2021 Tour de France Stage 6,3
5196,2021 Tour de France Stage 7,6
5197,2021 Tour de France Stage 8,6
5198,2021 Tour de France Stage 9,4
5199,2021 Tour de Hongrie Stage 1,6
5200,2021 Tour de Hongrie Stage 2,6
5201,2021 Tour de Hongrie Stage 3,6
5202,2021 Tour de Hongrie Stage 4,6
5203,2021 Tour de Hongrie Stage 5,2
5204,2021 Tour de l'Ain Stage 1,3
5205,2021 Tour de l'Ain Stage 2,5
5206,2021 Tour de l'Ain Stage 3,6
5207,2021 Tour de l'Avenir Prologue,0
5208,2021 Tour de l'Avenir Stage 1,5
5209,2021 Tour de l'Avenir Stage 2,0
5210,2021 Tour de l'Avenir Stage 3,5
5211,2021 Tour de l'Avenir Stage 4,5
5212,2021 Tour de l'Avenir Stage 5,5
5213,2021 Tour de l'Avenir Stage 6,5
5214,2021 Tour de l'Avenir Stage 7,2
5215,2021 Tour de l'Avenir Stage 8,4
5216,2021 Tour de l'Avenir Stage 9,4
5217,2021 Tour de la Mirabelle Prologue,0
5218,2021 Tour de la Mirabelle Stage 1,5
5219,2021 Tour de la Mirabelle Stage 2,5
5220,2021 Tour de la Mirabelle Stage 3,5
5221,2021 Tour de la Provence Stage 1,6
5222,2021 Tour de la Provence Stage 2,5
5223,2021 Tour de la Provence Stage 3,4
5224,2021 Tour de la Provence Stage 4,5
5225,2021 Tour de Pologne Stage 1,6
5226,2021 Tour de Pologne Stage 2,6
5227,2021 Tour de Pologne Stage 3,6
5228,2021 Tour de Pologne Stage 4,6
5229,2021 Tour de Pologne Stage 5,6
5230,2021 Tour de Pologne Stage 6,0
5231,2021 Tour de Pologne Stage 7,3
5232,2021 Tour de Romandie Prologue,0
5233,2021 Tour de Romandie Stage 1,5
5234,2021 Tour de Romandie Stage 2,5
5235,2021 Tour de Romandie Stage 3,5
5236,2021 Tour de Romandie Stage 4,4
5237,2021 Tour de Romandie Stage 5,0
5238,2021 Tour de Serbie Stage 1,5
5239,2021 Tour de Serbie Stage 2,5
5240,2021 Tour de Serbie Stage 3,5
5241,2021 Tour de Serbie Stage 4,5
5242,2021 Tour de Suisse Stage 1,0
5243,2021 Tour de Suisse Stage 2,6
5244,2021 Tour de Suisse Stage 3,5
5245,2021 Tour de Suisse Stage 4,4
5246,2021 Tour de Suisse Stage 5,6
5247,2021 Tour de Suisse Stage 6,6
5248,2021 Tour de Suisse Stage 7,2
5249,2021 Tour de Suisse Stage 8,6
5250,2021 Tour De Suisse Women Stage 1,6
5251,2021 Tour De Suisse Women Stage 2,2
5252,2021 Tour de Vendee,5
5253,2021 Tour des Alpes Maritimes et du Var Stage 1,5
5254,2021 Tour des Alpes Maritimes et du Var Stage 2,5
5255,2021 Tour des Alpes Maritimes et du Var Stage 3,5
5256,2021 Tour du Doubs,5
5257,2021 Tour du Faso Stage 1,3
5258,2021 Tour du Faso Stage 10,3
