,name2,cluster_labels
0,2017 4 Jours de Dunkerque ,3
1,2017 99a Coppa Bernocchi - 42o GP BPM,5
2,2017 Abu Dhabi Tour Stage 1,3
3,2017 Abu Dhabi Tour Stage 2,0
4,2017 Abu Dhabi Tour Stage 3,5
5,2017 Abu Dhabi Tour Stage 4,8
6,2017 ACC Asian Road Championships - ITT,0
7,2017 ACC Asian Road Championships - TTT,0
8,2017 ACC Asian Road Championships,2
9,2017 Amgen Tour of California Stage 1,5
10,2017 Amgen Tour of California Stage 2,5
11,2017 Amgen Tour of California Stage 3,5
12,2017 Amgen Tour of California Stage 4,5
13,2017 Amgen Tour of California Stage 5,4
14,2017 Amgen Tour of California Stage 6,0
15,2017 Amgen Tour of California Stage 7,5
16,2017 Amstel Gold Race,6
17,2017 Arctic Race of Norway Stage 1,5
18,2017 Arctic Race of Norway Stage 2,5
19,2017 Arctic Race of Norway Stage 3,6
20,2017 Arctic Race of Norway Stage 4,6
21,2017 Arnhem-Veenendaal Classic,6
22,2017 Australian Road National Championships - ITT,0
23,2017 Australian Road National Championships,5
24,2017 Austrian Road National Championships - ITT,0
25,2017 Austrian Road National Championships,5
26,2017 Baloise Belgium Tour Stage 1,3
27,2017 Baloise Belgium Tour Stage 2,1
28,2017 Baloise Belgium Tour Stage 3,0
29,2017 Baloise Belgium Tour Stage 4,5
30,2017 Baloise Belgium Tour Stage 5,3
31,2017 Belgian Road National Championships - ITT,0
32,2017 Belgian Road National Championships,1
33,2017 BeNe Ladies Tour Prologue,0
34,2017 BeNe Ladies Tour Stage 1,0
35,2017 BeNe Ladies Tour Stage 2-1,1
36,2017 BeNe Ladies Tour Stage 2-2,0
37,2017 BeNe Ladies Tour Stage 3,1
38,2017 Binche - Chimay - Binche (Memorial Frank Vandenbroucke),5
39,2017 BinckBank Tour Stage 1,3
40,2017 BinckBank Tour Stage 2,2
41,2017 BinckBank Tour Stage 3,1
42,2017 BinckBank Tour Stage 4,3
43,2017 BinckBank Tour Stage 5,6
44,2017 BinckBank Tour Stage 6,6
45,2017 BinckBank Tour Stage 7,6
46,2017 Boels Rentals Ladies Tour Prologue,0
47,2017 Boels Rentals Ladies Tour Stage 1,3
48,2017 Boels Rentals Ladies Tour Stage 2,0
49,2017 Boels Rentals Ladies Tour Stage 3,0
50,2017 Boels Rentals Ladies Tour Stage 4,6
51,2017 Boels Rentals Ladies Tour Stage 5,6
52,2017 Boucles de l'Aulne - Chateaulin,5
53,2017 Boucles de la Mayenne Prologue,0
54,2017 Boucles de la Mayenne Stage 1,5
55,2017 Boucles de la Mayenne Stage 2,5
56,2017 Boucles de la Mayenne Stage 3,5
57,2017 Bretagne Classic - Ouest France,5
58,2017 British Road National Championships - ITT,0
59,2017 British Road National Championships,5
60,2017 Brussels Cycling Classic,6
61,2017 CAC African Road Championships - ITT,0
62,2017 CAC African Road Championships - TTT,0
63,2017 CAC African Road Championships,3
64,2017 Cadel Evans Great Ocean Road Race - Albert Park Grand Prix,6
65,2017 Cadel Evans Great Ocean Road Race,3
66,2017 Canadian Road National Championships - ITT,0
67,2017 Canadian Road National Championships,3
68,2017 Carrefour Market Heistse Pijl,3
69,2017 Chrono des Nations,0
70,2017 Circuit Cycliste Sarthe - Pays de la Loire Stage 1,5
71,2017 Circuit Cycliste Sarthe - Pays de la Loire Stage 2-1,3
72,2017 Circuit Cycliste Sarthe - Pays de la Loire Stage 2-2,0
73,2017 Circuit Cycliste Sarthe - Pays de la Loire Stage 3,5
74,2017 Circuit Cycliste Sarthe - Pays de la Loire Stage 4,5
75,2017 Circuito de Getxo - Memorial Ricardo Otxoa,5
76,2017 Clasica Ciclista San Sebastian,6
77,2017 Clasica de Almeria,5
78,2017 Classic Loire Atlantique,5
79,2017 Colombian Road National Championships - ITT,2
80,2017 Colombian Road National Championships,4
81,2017 Colorado Classic Stage 1,6
82,2017 Colorado Classic Stage 2,4
83,2017 Colorado Classic Stage 3,4
84,2017 Colorado Classic Stage 4,1
85,2017 COPACI Campeonato Panamericano de Ruta - ITT,0
86,2017 COPACI Campeonato Panamericano de Ruta,2
87,2017 Coppa Agostoni - Giro delle Brianze,5
88,2017 Coppa Sabatini,5
89,2017 Crescent Vargarda TTT,0
90,2017 Crescent Vargarda,5
91,2017 Criterium du Dauphine Stage 1,6
92,2017 Criterium du Dauphine Stage 2,5
93,2017 Criterium du Dauphine Stage 3,5
94,2017 Criterium du Dauphine Stage 4,0
95,2017 Criterium du Dauphine Stage 5,5
96,2017 Criterium du Dauphine Stage 6,6
97,2017 Criterium du Dauphine Stage 7,4
98,2017 Criterium du Dauphine Stage 8,4
99,2017 Czech Cycling Tour Stage 1,0
100,2017 Czech Cycling Tour Stage 2,6
101,2017 Czech Cycling Tour Stage 3,6
102,2017 Czech Cycling Tour Stage 4,5
103,2017 Czech Republic Road National Championships - ITT,0
104,2017 Czech Republic Road National Championships,0
105,2017 Danilith - Nokere Koerse,1
106,2017 Danish Road National Championships - ITT,0
107,2017 Danish Road National Championships,3
108,2017 De Brabantse Pijl - La Fleche Brabanconne,1
109,2017 Driedaagse De Panne - Koksijde Stage 1,6
110,2017 Driedaagse De Panne - Koksijde Stage 2,3
111,2017 Driedaagse De Panne - Koksijde Stage 3-1,0
112,2017 Driedaagse De Panne - Koksijde Stage 3-2,0
113,2017 Druivenkoers - Overijse,1
114,2017 Dubai Tour Stage 1,3
115,2017 Dubai Tour Stage 2,3
116,2017 Dubai Tour Stage 3,8
117,2017 Dubai Tour Stage 4,6
118,2017 Dubai Tour Stage 5,3
119,2017 Duo Normand,0
120,2017 Dwars door de Westhoek,3
121,2017 Dwars door het Hageland - Aarschot,7
122,2017 Dwars Door Vlaanderen ,6
123,2017 Dwars door West-Vlaanderen - Johan Museeuw Classic,3
124,2017 Elfstedenronde (Bruges Cycling Classic),3
125,2017 Emakumeen XXX. Bira Stage 1,0
126,2017 Emakumeen XXX. Bira Stage 2,2
127,2017 Emakumeen XXX. Bira Stage 3,2
128,2017 Emakumeen XXX. Bira Stage 4,2
129,2017 Emakumeen XXX. Bira Stage 5,2
130,2017 EPZ Omloop van Borsele,0
131,2017 Eschborn-Frankfurt 'Rund um den Finanzplatz',6
132,2017 Etoile de Besseges Stage 1,3
133,2017 Etoile de Besseges Stage 2,3
134,2017 Etoile de Besseges Stage 3,6
135,2017 Etoile de Besseges Stage 4,5
136,2017 Etoile de Besseges Stage 5,0
137,2017 Euroeyes Cyclassics,6
138,2017 Famenne Ardenne Classic,5
139,2017 Faun Environnement - Classic de l'Ardeche Rhone Crussol,5
140,2017 Festival Elsy Jacobs Prologue,0
141,2017 Festival Elsy Jacobs Stage 1,2
142,2017 Festival Elsy Jacobs Stage 2,5
143,2017 French Road National Championships - ITT,2
144,2017 French Road National Championships,1
145,2017 Gent-Wevelgem in Flanders Fields,6
146,2017 German Road National Championships - ITT,0
147,2017 German Road National Championships,6
148,2017 Giro Ciclistico d'Italia Stage 1,5
149,2017 Giro Ciclistico d'Italia Stage 2,5
150,2017 Giro Ciclistico d'Italia Stage 3,5
151,2017 Giro Ciclistico d'Italia Stage 4,5
152,2017 Giro Ciclistico d'Italia Stage 5-1,2
153,2017 Giro Ciclistico d'Italia Stage 5-2,0
154,2017 Giro Ciclistico d'Italia Stage 6,5
155,2017 Giro Ciclistico d'Italia Stage 7,4
156,2017 Giro d'Italia Femminile Internazionale Stage 1,0
157,2017 Giro d'Italia Femminile Internazionale Stage 10,6
158,2017 Giro d'Italia Femminile Internazionale Stage 2,3
159,2017 Giro d'Italia Femminile Internazionale Stage 3,3
160,2017 Giro d'Italia Femminile Internazionale Stage 4,0
161,2017 Giro d'Italia Femminile Internazionale Stage 5,0
162,2017 Giro d'Italia Femminile Internazionale Stage 6,3
163,2017 Giro d'Italia Femminile Internazionale Stage 7,5
164,2017 Giro d'Italia Femminile Internazionale Stage 8,5
165,2017 Giro d'Italia Femminile Internazionale Stage 9,5
166,2017 Giro d'Italia Stage 1,6
167,2017 Giro d'Italia Stage 10,0
168,2017 Giro d'Italia Stage 11,4
169,2017 Giro d'Italia Stage 12,6
170,2017 Giro d'Italia Stage 13,3
171,2017 Giro d'Italia Stage 14,4
172,2017 Giro d'Italia Stage 15,5
173,2017 Giro d'Italia Stage 16,4
174,2017 Giro d'Italia Stage 17,4
175,2017 Giro d'Italia Stage 18,6
176,2017 Giro d'Italia Stage 19,6
177,2017 Giro d'Italia Stage 2,5
178,2017 Giro d'Italia Stage 20,4
179,2017 Giro d'Italia Stage 21,0
180,2017 Giro d'Italia Stage 3,5
181,2017 Giro d'Italia Stage 4,4
182,2017 Giro d'Italia Stage 5,6
183,2017 Giro d'Italia Stage 6,5
184,2017 Giro d'Italia Stage 7,5
185,2017 Giro d'Italia Stage 8,5
186,2017 Giro d'Italia Stage 9,4
187,2017 Giro del Trentino Alto Adige - Sudtirol,2
188,2017 Giro dell'Appennino,6
189,2017 Giro dell'Emilia Internazionale Donne Elite,2
190,2017 Giro dell'Emilia,6
191,2017 Giro della Toscana Stage 1,5
192,2017 Giro della Toscana Stage 2,5
193,2017 GP Beiras e Serra da Estrela Stage 1,5
194,2017 GP Beiras e Serra da Estrela Stage 2,5
195,2017 GP Beiras e Serra da Estrela Stage 3,4
196,2017 GP de Denain - Porte du Hainaut ,5
197,2017 GP de Fourmies ,5
198,2017 GP de Plouay - Lorient Agglomeration,5
199,2017 GP du Canton d'Argovie,5
200,2017 GP Industria & Artigianato,5
201,2017 GP Stad Zottegem,6
202,2017 Gran Premio Beghelli Internazionale Donne Elite,2
203,2017 Gran Premio Bruno Beghelli,5
204,2017 Gran Premio Citta di Lugano,6
205,2017 Gran Premio Costa degli Etruschi,5
206,2017 Gran Premio Miguel Indurain,5
207,2017 Grand Prix Cerami,1
208,2017 Grand Prix Cycliste de Gatineau - ITT,0
209,2017 Grand Prix Cycliste de Gatineau,6
210,2017 Grand Prix Cycliste de Montreal,6
211,2017 Grand Prix Cycliste de Quebec,6
212,2017 Grand Prix Cycliste la Marseillaise,5
213,2017 Grand Prix d'Isbergues - Pas de Calais,1
214,2017 Grand Prix de la Somme ,5
215,2017 Grand Prix de Plumelec-Morbihan,5
216,2017 Grand Prix de Wallonie,5
217,2017 Gree-Tour of Guangxi Women s Elite World Challenge,3
218,2017 Grote Prijs Jean Pierre Monsere,3
219,2017 Grote Prijs Jef Scherens - Rondom Leuven,1
220,2017 Halle-Ingooigem,1
221,2017 Hammer Series - Hammer Sportzone Limburg Stage 1,2
222,2017 Hammer Series - Hammer Sportzone Limburg Stage 2,2
223,2017 Hammer Series - Hammer Sportzone Limburg Stage 3,0
224,2017 Handzame Classic,1
225,2017 Herald Sun Tour Prologue,0
226,2017 Herald Sun Tour Stage 1,4
227,2017 Herald Sun Tour Stage 2,5
228,2017 Herald Sun Tour Stage 3,3
229,2017 Herald Sun Tour Stage 4,5
230,2017 Il Lombardia,6
231,2017 Internationale Thuringen Rundfahrt der Frauen Prologue,0
232,2017 Internationale Thuringen Rundfahrt der Frauen Stage 1,5
233,2017 Internationale Thuringen Rundfahrt der Frauen Stage 2,5
234,2017 Internationale Thuringen Rundfahrt der Frauen Stage 3,5
235,2017 Internationale Thuringen Rundfahrt der Frauen Stage 4,0
236,2017 Internationale Thuringen Rundfahrt der Frauen Stage 5,5
237,2017 Internationale Thuringen Rundfahrt der Frauen Stage 6,2
238,2017 Irish Road National Championship - ITT,0
239,2017 Irish Road National Championship,5
240,2017 Italian Road National Championships - ITT,0
241,2017 Italian Road National Championships,6
242,2017 Japan Cup Cycle Road Race,6
243,2017 Kampioenschap van Vlaanderen,1
244,2017 Klasika Primavera de Amorebieta,5
245,2017 Kuurne-Bruxelles-Kuurne,6
246,2017 La Classique Morbihan,5
247,2017 La Course by Le Tour de France,4
248,2017 La Fleche Wallonne Femmes,5
249,2017 La Fleche Wallonne,5
250,2017 La Poly Normande,5
251,2017 La Roue Tourangelle Region Centre Val de Loire - Trophee Harmonie Mutuelle,5
252,2017 La Tropicale Amissa Bongo Stage 1,8
253,2017 La Tropicale Amissa Bongo Stage 2,8
254,2017 La Tropicale Amissa Bongo Stage 3,8
255,2017 La Tropicale Amissa Bongo Stage 4,6
256,2017 La Tropicale Amissa Bongo Stage 5,8
257,2017 La Tropicale Amissa Bongo Stage 6,0
258,2017 La Tropicale Amissa Bongo Stage 7,0
259,2017 Le Samyn des Dames,1
260,2017 Le Samyn,1
261,2017 Le Tour de France Saitama Criterium,2
262,2017 Le Tour de France Shanghai Criterium,2
263,2017 Le Tour de Langkawi Stage 1,3
264,2017 Le Tour de Langkawi Stage 2,5
265,2017 Le Tour de Langkawi Stage 3,3
266,2017 Le Tour de Langkawi Stage 4,4
267,2017 Le Tour de Langkawi Stage 5,3
268,2017 Le Tour de Langkawi Stage 6,5
269,2017 Le Tour de Langkawi Stage 7,5
270,2017 Le Tour de Langkawi Stage 8,5
271,2017 Liege - Bastogne - Liege Femmes,5
272,2017 Liege - Bastogne - Liege,5
273,2017 Lotto Belgium Tour Prologue,0
274,2017 Lotto Belgium Tour Stage 1,1
275,2017 Lotto Belgium Tour Stage 2,3
276,2017 Lotto Belgium Tour Stage 3,1
277,2017 Luxembourg Road National Championships - ITT,0
278,2017 Luxembourg Road National Championships,5
279,2017 Madrid Challenge by la Vuelta,2
280,2017 Memorial Pantani,5
281,2017 Milano - Sanremo,6
282,2017 Milano - Torino,5
283,2017 Netherlands Road National Championships - ITT,0
284,2017 Netherlands Road National Championships,6
285,2017 New Zealand Road National Championships - ITT,0
286,2017 New Zealand Road National Championships,5
287,2017 Norvegian Road National Championships,5
288,2017 Norwegian Road National Championships - ITT,3
289,2017 OCC Oceanian Championships - ITT,2
290,2017 OCC Oceanian Championships,5
291,2017 Omloop Eurometropool,1
292,2017 Omloop Het Nieuwsblad,6
293,2017 Omloop Mandel-Leie-Schelde Meulebeke,1
294,2017 Omloop van het Houtland Lichtervelde,3
295,2017 Osterreich Rundfahrt Prologue,2
296,2017 Osterreich Rundfahrt Stage 1,5
297,2017 Osterreich Rundfahrt Stage 2,6
298,2017 Osterreich Rundfahrt Stage 3,6
299,2017 Osterreich Rundfahrt Stage 4,2
300,2017 Osterreich Rundfahrt Stage 5,4
301,2017 Osterreich Rundfahrt Stage 6,5
302,2017 OVO Energy Tour of Britain Stage 1,5
303,2017 OVO Energy Tour of Britain Stage 2,6
304,2017 OVO Energy Tour of Britain Stage 3,3
305,2017 OVO Energy Tour of Britain Stage 4,3
306,2017 OVO Energy Tour of Britain Stage 5,0
307,2017 OVO Energy Tour of Britain Stage 6,3
308,2017 OVO Energy Tour of Britain Stage 7,5
309,2017 OVO Energy Tour of Britain Stage 8,6
310,2017 Paris - Bourges,5
311,2017 Paris - Camembert,5
312,2017 Paris - Roubaix,6
313,2017 Paris - Tours,5
314,2017 Paris-Nice Stage 1,5
315,2017 Paris-Nice Stage 2,3
316,2017 Paris-Nice Stage 3,6
317,2017 Paris-Nice Stage 4,0
318,2017 Paris-Nice Stage 5,5
319,2017 Paris-Nice Stage 6,5
320,2017 Paris-Nice Stage 7,4
321,2017 Paris-Nice Stage 8,5
322,2017 People's Choice Classic,0
323,2017 Polish National Road Championships - ITT,0
324,2017 Polish National Road Championships,6
325,2017 Portugal National Road Championships - ITT,0
326,2017 Portugal Road National Championships,5
327,2017 PostNord Danmark Rundt - Tour of Denmark Stage 1,6
328,2017 PostNord Danmark Rundt - Tour of Denmark Stage 2,3
329,2017 PostNord Danmark Rundt - Tour of Denmark Stage 3,6
330,2017 PostNord Danmark Rundt - Tour of Denmark Stage 4,0
331,2017 PostNord Danmark Rundt - Tour of Denmark Stage 5,6
332,2017 Presidential Cycling Tour of Turkey Stage 1,6
333,2017 Presidential Cycling Tour of Turkey Stage 2,5
334,2017 Presidential Cycling Tour of Turkey Stage 3,5
335,2017 Presidential Cycling Tour of Turkey Stage 4,5
336,2017 Presidential Cycling Tour of Turkey Stage 5,5
337,2017 Presidential Cycling Tour of Turkey Stage 6,6
338,2017 Primus Classic Impanis - Van Petegem,6
339,2017 PRO Oetztaler 5500,6
340,2017 Prudential RideLondon Classique,2
341,2017 Prudential RideLondon-Surrey Classic,6
342,2017 Prueba Villafranca-Ordiziako Klasika,6
343,2017 Rad am Ring,6
344,2017 Record Bank E3 Harelbeke,6
345,2017 Ronde de l'Isard Stage 1,5
346,2017 Ronde de l'Isard Stage 2,4
347,2017 Ronde de l'Isard Stage 3,4
348,2017 Ronde de l'Isard Stage 4,5
349,2017 Ronde van Drenthe,3
350,2017 Ronde van Limburg,6
351,2017 Ronde Van Vlaanderen,6
352,2017 Route Adelie de Vitre,5
353,2017 Route du Sud - La Depeche du Midi Stage 1,5
354,2017 Route du Sud - La Depeche du Midi Stage 2,5
355,2017 Route du Sud - La Depeche du Midi Stage 3,4
356,2017 Route du Sud - La Depeche du Midi Stage 4,5
357,2017 Royal Bernard Drome Classic,5
358,2017 Rund um Koln,1
359,2017 Russian Road National Championships ITT,0
360,2017 Russian Road National Championships,6
361,2017 Santos Tour Down Under Stage 1,5
362,2017 Santos Tour Down Under Stage 2,5
363,2017 Santos Tour Down Under Stage 3,5
364,2017 Santos Tour Down Under Stage 4,5
365,2017 Santos Tour Down Under Stage 5,5
366,2017 Santos Tour Down Under Stage 6,2
367,2017 Schaal Sels,3
368,2017 Scheldeprijs,3
369,2017 Sibiu Cycling Tour Prologue,0
370,2017 Sibiu Cycling Tour Stage 1,5
371,2017 Sibiu Cycling Tour Stage 2,4
372,2017 Sibiu Cycling Tour Stage 3,4
373,2017 Sibiu Cycling Tour Stage 4,3
374,2017 Slovakian Road National Championships - ITT,0
375,2017 Slovakian Road National Championships,0
376,2017 Sluitingsprijs Putte-Kapellen,1
377,2017 South African Road National Championships - ITT,0
378,2017 South African Road National Championships,5
379,2017 Spanish Road National Championships - ITT,2
380,2017 Spanish Road National Championships,5
381,2017 SPAR Flanders Diamond Tour,1
382,2017 Spar omloop van Het Hageland,1
383,2017 Sparkassen Muensterland Giro,3
384,2017 Ster ZLM Toer GP Jan van Heeswijk Prologue,0
385,2017 Ster ZLM Toer GP Jan van Heeswijk Stage 1,3
386,2017 Ster ZLM Toer GP Jan van Heeswijk Stage 2,6
387,2017 Ster ZLM Toer GP Jan van Heeswijk Stage 3,5
388,2017 Ster ZLM Toer GP Jan van Heeswijk Stage 4,6
389,2017 Strade Bianche,7
390,2017 Swedish Road National Championships - ITT,0
391,2017 Swedish Road National Championships,5
392,2017 Swiss Road National Championships - ITT,0
393,2017 Swiss Road National Championships,5
394,2017 Szlakiem Walk Majora Hubala Stage 1,6
395,2017 Szlakiem Walk Majora Hubala Stage 2-1,0
396,2017 Szlakiem Walk Majora Hubala Stage 2-2,3
397,2017 Szlakiem Walk Majora Hubala Stage 3,3
398,2017 Szlakiem Walk Majora Hubala Stage 4,6
399,2017 Tacx Pro Classic,6
400,2017 Telkom 947 Cycle Challenge,2
401,2017 The Larry H.Miller Tour of Utah Stage 1,6
402,2017 The Larry H.Miller Tour of Utah Stage 2,4
403,2017 The Larry H.Miller Tour of Utah Stage 3,2
404,2017 The Larry H.Miller Tour of Utah Stage 4,5
405,2017 The Larry H.Miller Tour of Utah Stage 5,6
406,2017 The Larry H.Miller Tour of Utah Stage 6,2
407,2017 The Larry H.Miller Tour of Utah Stage 7,1
408,2017 Tirreno-Adriatico Stage 1,0
409,2017 Tirreno-Adriatico Stage 2,6
410,2017 Tirreno-Adriatico Stage 3,5
411,2017 Tirreno-Adriatico Stage 4,4
412,2017 Tirreno-Adriatico Stage 5,6
413,2017 Tirreno-Adriatico Stage 6,6
414,2017 Tirreno-Adriatico Stage 7,0
415,2017 Tour Cycliste International du Haut Var-matin Stage 1,5
416,2017 Tour Cycliste International du Haut Var-matin Stage 2,5
417,2017 Tour Cycliste International La Provence Stage 1,5
418,2017 Tour Cycliste International La Provence Stage 2,5
419,2017 Tour Cycliste International La Provence Stage 3,5
420,2017 Tour d'Azerbaidjan Stage 1,3
421,2017 Tour d'Azerbaidjan Stage 2,5
422,2017 Tour d'Azerbaidjan Stage 3,5
423,2017 Tour d'Azerbaidjan Stage 4,4
424,2017 Tour d'Azerbaidjan Stage 5,6
425,2017 Tour de France Stage 1,0
426,2017 Tour de France Stage 10,5
427,2017 Tour de France Stage 11,3
428,2017 Tour de France Stage 12,4
429,2017 Tour de France Stage 13,5
430,2017 Tour de France Stage 14,5
431,2017 Tour de France Stage 15,5
432,2017 Tour de France Stage 16,5
433,2017 Tour de France Stage 17,4
434,2017 Tour de France Stage 18,4
435,2017 Tour de France Stage 19,6
436,2017 Tour de France Stage 2,6
437,2017 Tour de France Stage 20,0
438,2017 Tour de France Stage 21,3
439,2017 Tour de France Stage 3,6
440,2017 Tour de France Stage 4,6
441,2017 Tour de France Stage 5,5
442,2017 Tour de France Stage 6,6
443,2017 Tour de France Stage 7,5
444,2017 Tour de France Stage 8,4
445,2017 Tour de France Stage 9,6
446,2017 Tour de l'Ain Prologue,0
447,2017 Tour de l'Ain Stage 1,5
448,2017 Tour de l'Ain Stage 2,3
449,2017 Tour de l'Ain Stage 3,5
450,2017 Tour de l'Ain Stage 4,6
451,2017 Tour de l'Avenir Stage 1,5
452,2017 Tour de l'Avenir Stage 2,5
453,2017 Tour de l'Avenir Stage 3,3
454,2017 Tour de l'Avenir Stage 4,3
455,2017 Tour de l'Avenir Stage 5,3
456,2017 Tour de l'Avenir Stage 6,3
457,2017 Tour de l'Avenir Stage 7,4
458,2017 Tour de l'Avenir Stage 8,4
459,2017 Tour de l'Avenir Stage 9,4
460,2017 Tour de l'Eurometropole,5
461,2017 Tour de Luxembourg Prologue,0
462,2017 Tour de Luxembourg Stage 1,5
463,2017 Tour de Luxembourg Stage 2,5
464,2017 Tour de Luxembourg Stage 3,6
465,2017 Tour de Luxembourg Stage 4,6
466,2017 Tour de Normandie Stage 1,5
467,2017 Tour de Normandie Stage 2,5
468,2017 Tour de Normandie Stage 3,5
469,2017 Tour de Normandie Stage 4,3
470,2017 Tour de Normandie Stage 5,6
471,2017 Tour de Normandie Stage 6,5
472,2017 Tour de Normandie Stage 7,6
473,2017 Tour de Pologne Stage 1,6
474,2017 Tour de Pologne Stage 2,3
475,2017 Tour de Pologne Stage 3,6
476,2017 Tour de Pologne Stage 4,6
477,2017 Tour de Pologne Stage 5,6
478,2017 Tour de Pologne Stage 6,6
479,2017 Tour de Pologne Stage 7,6
480,2017 Tour de Romandie Prologue,0
481,2017 Tour de Romandie Stage 1,6
482,2017 Tour de Romandie Stage 2,5
483,2017 Tour de Romandie Stage 3,6
484,2017 Tour de Romandie Stage 4,4
485,2017 Tour de Romandie Stage 5,0
486,2017 Tour de Suisse Prologue,0
487,2017 Tour de Suisse Stage 1,5
488,2017 Tour de Suisse Stage 2,6
489,2017 Tour de Suisse Stage 3,4
490,2017 Tour de Suisse Stage 4,6
491,2017 Tour de Suisse Stage 5,4
492,2017 Tour de Suisse Stage 6,4
493,2017 Tour de Suisse Stage 7,5
494,2017 Tour de Suisse Stage 8,0
495,2017 Tour de Taiwan Stage 1,2
496,2017 Tour de Taiwan Stage 2,5
497,2017 Tour de Taiwan Stage 3,3
498,2017 Tour de Taiwan Stage 4,4
499,2017 Tour de Taiwan Stage 5,3
500,2017 Tour de Vendee,5
501,2017 Tour de Yorkshire Stage 1,5
502,2017 Tour de Yorkshire Stage 2,6
503,2017 Tour de Yorkshire Stage 3,5
504,2017 Tour de Yorkshire Women's Race,6
505,2017 Tour des Fjords Stage 1,5
506,2017 Tour des Fjords Stage 2,6
507,2017 Tour des Fjords Stage 3,6
508,2017 Tour des Fjords Stage 4,5
509,2017 Tour des Fjords Stage 5,6
510,2017 Tour du Doubs,6
511,2017 Tour du Finistere,5
512,2017 Tour du Limousin Stage 1,5
513,2017 Tour du Limousin Stage 2,5
514,2017 Tour du Limousin Stage 3,5
515,2017 Tour du Limousin Stage 4,5
516,2017 Tour of Alberta Stage 1,4
517,2017 Tour of Alberta Stage 2,3
518,2017 Tour of Alberta Stage 3,5
519,2017 Tour of Alberta Stage 4,5
520,2017 Tour of Almaty Stage 1,5
521,2017 Tour of Almaty Stage 2,4
522,2017 Tour of California Stage 1,4
523,2017 Tour of California Stage 2,4
524,2017 Tour of California Stage 3,0
525,2017 Tour of California Stage 4,2
526,2017 Tour of Chongming Island Stage 1,8
527,2017 Tour of Chongming Island Stage 2,8
528,2017 Tour of Chongming Island Stage 3,8
529,2017 Tour of Croatia Stage 1,3
530,2017 Tour of Croatia Stage 2,4
531,2017 Tour of Croatia Stage 3,6
532,2017 Tour of Croatia Stage 4,6
533,2017 Tour of Croatia Stage 5,6
534,2017 Tour of Croatia Stage 6,3
535,2017 Tour of Estonia Stage 1,3
536,2017 Tour of Estonia Stage 2,6
537,2017 Tour of Fuzhou Stage 1,6
538,2017 Tour of Fuzhou Stage 2,8
539,2017 Tour of Fuzhou Stage 3,8
540,2017 Tour of Fuzhou Stage 4,8
541,2017 Tour of Fuzhou Stage 5,6
542,2017 Tour of Guangxi Stage 1,8
543,2017 Tour of Guangxi Stage 2,6
544,2017 Tour of Guangxi Stage 3,6
545,2017 Tour of Guangxi Stage 4,8
546,2017 Tour of Guangxi Stage 5,6
547,2017 Tour of Guangxi Stage 6,6
548,2017 Tour of Hainan Stage 1,2
549,2017 Tour of Hainan Stage 2,8
550,2017 Tour of Hainan Stage 3,6
551,2017 Tour of Hainan Stage 4,8
552,2017 Tour of Hainan Stage 5,8
553,2017 Tour of Hainan Stage 6,8
554,2017 Tour of Hainan Stage 7,8
555,2017 Tour of Hainan Stage 8,6
556,2017 Tour of Hainan Stage 9,6
557,2017 Tour of Japan Prologue,0
558,2017 Tour of Japan Stage 1,5
559,2017 Tour of Japan Stage 2,5
560,2017 Tour of Japan Stage 3,5
561,2017 Tour of Japan Stage 4,5
562,2017 Tour of Japan Stage 5,4
563,2017 Tour of Japan Stage 6,1
564,2017 Tour of Japan Stage 7,3
565,2017 Tour of Norway Stage 1,6
566,2017 Tour of Norway Stage 2,6
567,2017 Tour of Norway Stage 3,5
568,2017 Tour of Norway Stage 4,5
569,2017 Tour of Norway Stage 5,6
570,2017 Tour of Oman Stage 1,3
571,2017 Tour of Oman Stage 2,5
572,2017 Tour of Oman Stage 3,5
573,2017 Tour of Oman Stage 4,5
574,2017 Tour of Oman Stage 5,4
575,2017 Tour of Oman Stage 6,5
576,2017 Tour of Qinghai Lake Rest day,6
577,2017 Tour of Qinghai Lake Stage 1,8
578,2017 Tour of Qinghai Lake Stage 10,8
579,2017 Tour of Qinghai Lake Stage 11,4
580,2017 Tour of Qinghai Lake Stage 12,8
581,2017 Tour of Qinghai Lake Stage 13,8
582,2017 Tour of Qinghai Lake Stage 2,8
583,2017 Tour of Qinghai Lake Stage 3,4
584,2017 Tour of Qinghai Lake Stage 4,4
585,2017 Tour of Qinghai Lake Stage 5,8
586,2017 Tour of Qinghai Lake Stage 6,4
587,2017 Tour of Qinghai Lake Stage 7,8
588,2017 Tour of Qinghai Lake Stage 8,8
589,2017 Tour of Qinghai Lake Stage 9,8
590,2017 Tour of Slovaquie Prologue,0
591,2017 Tour of Slovaquie Stage 1,6
592,2017 Tour of Slovaquie Stage 2,5
593,2017 Tour of Slovaquie Stage 3,5
594,2017 Tour of Slovaquie Stage 4,3
595,2017 Tour of Slovenia Stage 1,6
596,2017 Tour of Slovenia Stage 2,6
597,2017 Tour of Slovenia Stage 3,4
598,2017 Tour of Slovenia Stage 4,6
599,2017 Tour of Thailand Stage 1,3
600,2017 Tour of Thailand Stage 2,3
601,2017 Tour of Thailand Stage 3,3
602,2017 Tour of Thailand Stage 4,3
603,2017 Tour of Thailand Stage 5,5
604,2017 Tour of Thailand Stage 6,3
605,2017 Tour of the Alps Stage 1,6
