Race Name,Constrained,KmeansClust
2019 Giro Ciclistico d'Italia Stage 4,0,4
2019 Giro Ciclistico della Valle d'Aosta Mont Blanc Prologue,5,0
2019 Giro Ciclistico della Valle d'Aosta Mont Blanc Stage 1,0,4
2019 Giro Ciclistico della Valle d'Aosta Mont Blanc Stage 4,0,4
2019 Giro d'Italia Internazionale Femminile Stage 1,5,0
2019 Giro d'Italia Internazionale Femminile Stage 10,1,5
2019 Giro d'Italia Internazionale Femminile Stage 6,5,0
2019 Giro d'Italia Internazionale Femminile Stage 8,2,1
2019 Giro d'Italia Internazionale Femminile Stage 9,0,4
2019 Giro d'Italia Stage 10,1,7
2019 Giro d'Italia Stage 12,0,4
2019 Giro d'Italia Stage 13,0,4
2019 Giro d'Italia Stage 14,0,4
2019 Giro d'Italia Stage 15,0,4
2019 Giro d'Italia Stage 2,2,1
2019 Giro d'Italia Stage 3,2,1
2019 Giro d'Italia Stage 4,2,1
2019 Giro d'Italia Stage 5,2,8
2019 Giro d'Italia Stage 8,2,8
2019 Giro d'Italia Stage 9,5,8
2019 Giro del Belvedere,1,5
2019 Giro del Medio Brenta,0,4
2019 Giro del Nord Est d'Italia - Mem Roberto Toffoletti,0,4
2019 Giro dell'Emilia,2,1
2019 Giro della Lunigiana Stage 2-1,5,0
2019 Giro della Lunigiana Stage 2-2,5,0
2019 Giro della Lunigiana Stage 4,2,8
2019 Giro della Regione Friuli Venezia Giulia Stage 1,5,0
2019 Giro della Regione Friuli Venezia Giulia Stage 2,1,7
2019 Giro della Regione Friuli Venezia Giulia Stage 3,2,1
2019 Giro della Regione Friuli Venezia Giulia Stage 4,2,8
2019 Giro della Toscana - Memorial Alfredo Martini,2,1
2019 Giro delle Marche in Rosa Stage 2,5,0
2019 Giro delle Marche in Rosa Stage 3,2,5
2019 Giro di Sicilia - Tour of Sicily Stage 2,2,1
2019 Giro di Sicilia - Tour of Sicily Stage 3,2,1
2019 Giro di Sicilia - Tour of Sicily Stage 4,0,4
2019 Giro Toscana Int. Femminile - Memorial Michela Fanini Prologue,5,0
2019 Giro Toscana Int. Femminile - Memorial Michela Fanini Stage 1,1,5
2019 Giro Toscana Int. Femminile - Memorial Michela Fanini Stage 2,1,5
2019 Gooikse Pijl,6,3
2019 GP Beiras e Serra da Estrela Stage 2,2,1
2019 GP Beiras e Serra da Estrela Stage 3,0,1
2019 GP de Fourmies ,1,5
2019 GP de Plouay - Lorient Agglomeration Trophee WNT,1,5
2019 GP General Patton,2,8
2019 GP Himmerland Rundt,1,3
2019 GP Industria & Artigianato,2,1
2019 GP Internacional Torres Vedras - Trofeu Joaquim Agostinho Stage 1,5,0
2019 GP Internacional Torres Vedras - Trofeu Joaquim Agostinho Stage 2,2,8
2019 GP Internacional Torres Vedras - Trofeu Joaquim Agostinho Stage 4,2,1
2019 GP Luxembourg,2,2
2019 Gracia Orlova Stage 1,1,5
2019 Gracia Orlova Stage 2-1,5,0
2019 Gracia Orlova Stage 2-2,5,0
2019 Gran Piemonte,0,4
2019 Gran Premio Bruno Beghelli,1,2
2019 Gran Premio Chapin,1,7
2019 Gran Premio Citta di Lugano,2,2
2019 Gran Premio Eccellenze Valli del Soligo,5,0
2019 Gran Premio Guatemala,3,1
2019 Grand Prix Alanya,2,5
2019 Grand Prix Bob Jungels,1,3
2019 Grand Prix Cerami,1,5
2019 Grand Prix Chantal Biya Stage 1,1,7
2019 Grand Prix Chantal Biya Stage 2,1,7
2019 Grand Prix Chantal Biya Stage 3,1,7
2019 Grand Prix Chantal Biya Stage 4,1,7
2019 Grand Prix Criquielion,6,3
2019 Grand Prix Cycliste de Saguenay Stage 1,6,3
2019 Grand Prix Cycliste de Saguenay Stage 2,2,2
2019 Grand Prix Cycliste de Saguenay Stage 3,5,0
2019 Grand Prix Cycliste de Saguenay Stage 4,1,5
2019 Grand Prix Cycliste la Marseillaise,2,1
2019 Grand Prix d'Isbergues - Pas de Calais Feminin,1,3
2019 Grand Prix d'Isbergues - Pas de Calais,6,3
2019 Grand Prix de Denain - Porte du Hainaut,6,3
2019 Grand Prix de Dottignies,6,3
2019 Grand Prix de la Somme ,1,5
2019 Grand Prix de la Ville de Lillers Souvenir Bruno Comini,1,3
2019 Grand Prix de la ville de Perenchies,1,3
2019 Grand Prix de Plumelec-Morbihan Dames,1,5
2019 Grand Prix de Plumelec-Morbihan,2,2
2019 Grand Prix de Wallonie,2,2
2019 Grand Prix des Marbriers,6,3
2019 Grand Prix Doliny Baryczy Zmigrod - XXIX Memorial Grundmanna i Wizowskiego,1,3
2019 Grand Prix Erciyes,3,8
2019 Grand Prix Gazipasa,2,5
2019 Grand Prix Justiniano Hotels,2,5
2019 Grand Prix Ruebliland Stage 1,2,5
2019 Grand Prix Ruebliland Stage 2-1,1,5
2019 Grand Prix Ruebliland Stage 2-2,5,0
2019 Grand Prix Ruebliland Stage 3,1,8
2019 Grand Prix Velo Erciyes,3,8
2019 Gravel and Tar La Femme,1,3
2019 Gravel and Tar,1,3
2019 Gree - Tour of Guangxi Stage 2,4,6
2019 Gree - Tour of Guangxi Stage 4,7,6
2019 Gree - Tour of Guangxi Stage 5,7,6
2019 Grosser Preis des Kantons Aargau,2,2
2019 Grote Prijs Jean Pierre Monsere,6,3
2019 Grote Prijs Jef Scherens - Rondom Leuven,6,3
2019 Grote Prijs Marcel Kint,6,3
2019 Guatemalan Road National Championships - ITT,5,0
2019 Guatemalan Road National Championships,3,1
2019 Guido Reybrouck Classic,6,3
2019 Hafjell Gp,5,0
2019 Halle-Ingooigem,6,3
2019 Hammer Series - Hammer Sportzone Limburg Stage 1,1,5
2019 Hammer Series - Hammer Sportzone Limburg Stage 2,5,0
2019 Hammer Series - Hammer Sportzone Limburg Stage 3,5,0
2019 Hammer Series - Hammer Stavanger Stage 1,5,0
2019 Hammer Series - Hammer Stavanger Stage 2,5,0
2019 Hammer Series - Hammer Stavanger Stage 3,5,0
2019 Hansa Bygg Kalmar Grand Prix Road Race,1,5
2019 Healthy Ageing Tour Junior Women Tour Stage 1,5,3
2019 Healthy Ageing Tour Stage 1,6,3
2019 Healthy Ageing Tour Stage 3,6,3
2019 Healthy Ageing Tour Stage 4-1,5,0
2019 Hellenic Road National Championships - ITT,5,0
2019 Hellenic Road National Championships,2,1
2019 Herald Sun Tour Stage 1,4,6
2019 Herald Sun Tour Stage 2,1,8
2019 Herald Sun Tour Stage 3,1,5
2019 Herald Sun Tour Stage 4,2,5
2019 Herald Sun Tour Stage 5,5,0
2019 Honduran Road National Championships - ITT,5,0
2019 Honduran Road National Championships,2,8
2019 Hongkonger Road National Championships,2,8
2019 Horizon Park Race for Peace,1,3
2019 Hungarian Road National Championships,1,3
2019 In the step of Romans Stage 1,1,5
2019 In the step of Romans Stage 2,2,5
2019 Indonesian Road National Championships - ITT,1,7
2019 Indonesian Road National Championships,2,8
2019 International Tour de Banyuwangi Ijen Stage 1,1,8
2019 International Tour de Banyuwangi Ijen Stage 2,1,8
2019 International Tour de Banyuwangi Ijen Stage 3,5,7
2019 International Tour de Banyuwangi Ijen Stage 4,0,4
2019 Internationale Wielertrofee Jong Maar Moedig I.W.T.,6,3
2019 Iranian Road National Championships - ITT,3,0
2019 Iranian Road National Championships,3,5
2019 Irish Road National Championship - ITT,5,0
2019 Irish Road National Championship,1,0
2019 Israeli Road National Championships - ITT,5,0
2019 Israeli Road National Championships,2,5
2019 Istarsko Proljece - Istrian Sprint Trophy Stage 1,5,0
2019 Istarsko Proljece - Istrian Sprint Trophy Stage 2,2,8
2019 Istarsko Proljece - Istrian Sprint Trophy Stage 3,2,8
2019 Istarsko Proljece - Istrian Sprint Trophy Stage 4,2,7
2019 Italian Road National Championship,1,5
2019 Italian Road National Championships - ITT,5,0
2019 Italian Road National Championships,1,3
2019 Itzulia Basque Country Stage 1,5,0
2019 Itzulia Basque Country Stage 3,2,1
2019 Itzulia Basque Country Stage 4,2,1
2019 Itzulia Basque Country Stage 6,2,1
2019 Japan Cup Criterium,5,0
2019 Japan Cup Road Race,2,2
2019 Japanese Road National Championships - ITT,5,0
2019 Japanese Road National Championships,4,6
2019 Joe Martin Stage Race Stage 1,1,5
2019 Joe Martin Stage Race Stage 2,2,8
2019 Joe Martin Stage Race Stage 3,5,0
2019 Joe Martin Stage Race Stage 4,5,0
2019 Johan Museeuw Classic - G.P. Stad Gistel,6,3
2019 Juegos Deportivos Panamericanos Lima 2019,6,3
2019 Kampioenschap van Vlaanderen,6,3
2019 Keizer der Juniores Stage 2-1,5,0
2019 Keizer der Juniores Stage 2-2,6,3
2019 Kiev Olimpic Ring Women Race,5,0
2019 Konya Tour of Mevlana Stage 1,1,7
2019 Konya Tour of Mevlana Stage 2,3,7
2019 Konya Tour of Mevlana Stage 3,3,8
2019 Korean Road National Championships - ITT,5,0
2019 Korean Road National Championships,2,5
2019 Kreiz Breizh Elites Stage 1,5,0
2019 Kreiz Breizh Elites Stage 2,1,5
2019 Kreiz Breizh Elites Stage 3,1,5
2019 Kreiz Breizh Elites Stage 4,1,2
2019 Kuurne-Brussel-Kuurne Juniors,6,3
2019 Kuurne-Bruxelles-Kuurne,6,3
2019 L'Etoile d'Or,1,3
2019 La Classique des Alpes Juniors,0,1
2019 La Classique Morbihan,1,5
2019 La Coupe du President de la Ville de Grudziadz Stage 1-1,5,0
2019 La Coupe du President de la Ville de Grudziadz Stage 1-2,5,0
2019 La Course by Le Tour de France,2,5
2019 La DH Famenne Ardenne Classic,2,2
2019 La Fleche Wallonne Femmes,2,5
2019 La Perigord Ladies,1,5
2019 La Philippe Gilbert juniors,2,8
2019 La Poly Normande,1,2
2019 La Roue Tourangelle Region Centre Val de Loire - Trophee Harmonie Mutuelle,1,3
2019 La Route d'Occitanie - La Depeche du Midi Stage 1,0,4
2019 La Route d'Occitanie - La Depeche du Midi Stage 3,0,4
2019 La Route d'Occitanie - La Depeche du Midi Stage 4,1,5
2019 La Route des Geants Saint-Omer,1,3
2019 La Tropicale Amissa Bongo Stage 1,1,8
2019 La Tropicale Amissa Bongo Stage 2,4,6
2019 La Tropicale Amissa Bongo Stage 3,4,6
2019 La Tropicale Amissa Bongo Stage 4,4,6
2019 La Tropicale Amissa Bongo Stage 5,1,5
2019 La Tropicale Amissa Bongo Stage 6,4,0
2019 La Tropicale Amissa Bongo Stage 7,1,7
2019 Ladies Tour of Norway Stage 1,1,7
2019 Ladies Tour of Norway Stage 2,1,7
2019 Ladies Tour of Norway Stage 3,1,7
2019 Latvian Road National Championships,1,7
2019 Le Samyn des Dames,6,3
2019 Le Samyn,6,3
2019 Le Tour de Bretagne Stage 1,1,5
2019 Le Tour de Bretagne Stage 2,1,5
2019 Le Tour de Bretagne Stage 3,1,5
2019 Le Tour de Bretagne Stage 4,1,5
2019 Le Tour de Bretagne Stage 5,1,5
2019 Le Tour de Bretagne Stage 6,1,5
2019 Le Tour de Bretagne Stage 7,1,3
2019 Le Tour de Filipinas Stage 1,2,8
2019 Le Tour de Filipinas Stage 2,1,7
2019 Le Tour de Filipinas Stage 3,1,7
2019 Le Tour de Filipinas Stage 4,1,7
2019 Le Tour de Filipinas Stage 5,1,7
2019 Le Tour de France Saitama Criterium,5,0
2019 Le Tour de France Shanghai Criterium,5,0
2019 Le Tour De Langkawi Stage 1,2,8
2019 Le Tour De Langkawi Stage 2,1,7
2019 Le Tour De Langkawi Stage 3,1,7
2019 Le Tour De Langkawi Stage 4,0,4
2019 Le Tour De Langkawi Stage 5,1,7
2019 Le Tour De Langkawi Stage 6,1,7
2019 Le Tour De Langkawi Stage 7,5,7
2019 Le Tour De Langkawi Stage 8,5,7
2019 Le Tour de Savoie Mont Blanc Stage 1,2,1
2019 Le Tour de Savoie Mont Blanc Stage 2,0,4
2019 Le Tour de Savoie Mont Blanc Stage 3-2,0,4
2019 Le Triptyque des Monts et Chateaux Stage 1,6,3
2019 Le Triptyque des Monts et Chateaux Stage 2-1,5,0
2019 Le Triptyque des Monts et Chateaux Stage 2-2,1,3
2019 Le Triptyque des Monts et Chateaux Stage 3,1,5
2019 Lebanese Road National Championships - ITT,5,0
2019 Les Challenges de la Marche Verte - GP Al Massira,1,7
2019 Les Challenges de la Marche Verte - GP Oued Eddahab,1,7
2019 Les Challenges de la Marche Verte - GP Sakia El Hamra,1,8
2019 Liege - Bastogne - Liege,2,1
2019 Liege-Bastogne-Liege Femmes,2,8
2019 Lillehammer GP,2,5
2019 Lituanian Road National Championships - ITT,5,0
2019 Lituanian Road National Championships,1,7
2019 Ljubljana-Domzale-Ljubljana,5,0
2019 Lotto Belgium Tour Prologue,5,0
2019 Lotto Belgium Tour Stage 2,6,3
2019 Lotto Belgium Tour Stage 3,6,3
2019 Lotto Thueringen Ladies Tour Stage 2,2,8
2019 Lotto Thueringen Ladies Tour Stage 3,1,5
2019 Lotto Thueringen Ladies Tour Stage 5,5,0
2019 Luxembourg Road National Championship,2,2
2019 Luxembourg Road National Championships - ITT,5,0
2019 Luxembourg Road National Championships,1,3
2019 Malasyan Road National Championships - ITT,0,4
2019 Malasyan Road National Championships,0,4
2019 Memorial Andrzeja Trochanowskiego,1,3
2019 Memorial Henryka Lasaka,2,5
2019 Memorial Marco Pantani,2,1
2019 Memorial Romana Sieminskiego,6,3
2019 MerXem Classic,6,3
2019 Mexican Road National Championships - ITT,3,0
2019 Mexican Road National Championships,3,7
2019 Midden-Brabant Poort Omloop,6,3
2019 Milano - Torino,2,8
2019 Moldavian Road National Championships - ITT,5,0
2019 Moldavian Road National Championships,5,7
2019 Mongolian Road National Championships - ITT,3,0
2019 Mongolian Road National Championships,3,8
2019 Mont Ventoux Denivele Challenge,0,4
2019 Namibian Road National Championships - ITT,3,0
2019 Namibian Road National Championships,3,3
2019 New Zealand Cycle Classic Stage 1,6,3
2019 New Zealand Cycle Classic Stage 2,1,5
2019 New Zealand Cycle Classic Stage 3,1,5
2019 New Zealand Cycle Classic Stage 4,2,5
2019 New Zealand Cycle Classic Stage 5,6,3
2019 New Zealand Road National Championships - ITT,5,0
2019 New Zealand Road National Championships,1,3
2019 North Macedonian Road National Championships,2,8
2019 Norvegian Road National Championship,2,2
2019 Norwegian Road National Championship - ITT,5,0
2019 Norwegian Road National Championship,1,5
2019 Oberoesterreichrundfahrt Prologue,5,0
2019 Oberoesterreichrundfahrt Stage 2,2,8
2019 Oberoesterreichrundfahrt Stage 3,2,8
2019 Oberosterreich Juniorenrundfahrt Stage 1,1,5
2019 Oberosterreich Juniorenrundfahrt Stage 2,1,5
2019 Oberosterreich Juniorenrundfahrt Stage 3,2,8
2019 OCC Oceanian Championships ITT,5,0
2019 OCC Oceanian Championships,1,5
2019 Oita Urban Classic,1,3
2019 Okolo Slovenska - Tour de Slovaquie Stage 1-2,5,0
2019 Omloop der Vlaamse Gewesten,6,3
2019 Omloop Het Nieuwsblad-vrouwen elite ,6,3
2019 Omloop Mandel-Leie-Schelde Meulebeke,6,3
2019 Omloop van de Westhoek - Memorial Stive Vermaut,6,3
2019 Omloop van het Houtland Lichtervelde,6,3
2019 Osterreich Rundfahrt Prologue,5,0
2019 Osterreich Rundfahrt Stage 1,2,8
2019 OVO Energy Tour of Britain Stage 1,1,5
2019 OVO Energy Tour of Britain Stage 2,1,5
2019 OVO Energy Tour of Britain Stage 4,2,1
2019 OVO Energy Tour of Britain Stage 6,5,0
2019 Ovo Energy Women's Tour Stage 2,4,0
2019 Ovo Energy Women's Tour Stage 3,1,7
2019 Ovo Energy Women's Tour Stage 5,2,5
2019 Ovo Energy Women's Tour Stage 6,2,8
2019 Panamanians Road National Championships - ITT,5,0
2019 Panamanians Road National Championships,1,7
2019 Paris - Bourges,2,5
2019 Paris - Roubaix Espoirs,6,3
2019 Paris - Roubaix Juniors,6,3
2019 Paris - Tours Espoirs,1,3
2019 Paris - Tours,1,3
2019 Paris - Troyes,2,2
2019 Paris-Camembert,2,2
2019 Paris-Chauny (classique),1,5
2019 Paris-Nice Stage 2,1,7
2019 Paris-Nice Stage 3,1,5
2019 Paris-Nice Stage 4,2,1
2019 Paris-Nice Stage 5,5,0
2019 Paris-Nice Stage 7,0,4
2019 Paris-Nice Stage 8,2,1
2019 Paris-Roubaix,6,3
2019 Polish National Road Championships - ITT,5,0
2019 Portugal Road National Championship - ITT,5,0
2019 Portugal Road National Championship,2,5
2019 PostNord Danmark Rundt - Tour of Denmark Stage 2,5,0
2019 Postnord UCI WWT Vargarda WestSweden TTT,5,0
2019 Presidential Cycling Tour of Turkey Stage 1,1,7
2019 Presidential Cycling Tour of Turkey Stage 2,2,8
2019 Presidential Cycling Tour of Turkey Stage 3,1,7
2019 Presidential Cycling Tour of Turkey Stage 4,1,7
2019 Presidential Cycling Tour of Turkey Stage 5,0,4
2019 Prudential RideLondon Classique,5,0
2019 PRUride PH Stage 1,1,7
2019 PRUride PH Stage 2,2,8
2019 PRUride PH Stage 3,2,5
2019 Puchar Mon,1,3
2019 Puerto Ricans Road National Championships - ITT,0,4
2019 Puerto Ricans Road National Championships,2,1
2019 Qatar Road National Championships - ITT,5,0
2019 Rhone-Alpes Isere Tour Stage 1,2,5
2019 Rhone-Alpes Isere Tour Stage 2,2,5
2019 Rhone-Alpes Isere Tour Stage 3,2,1
2019 Rhone-Alpes Isere Tour Stage 4,1,5
2019 Romanian Road National Championships - ITT,5,0
2019 Ronda Philipinas Stage 1,1,7
2019 Ronda Philipinas Stage 2,1,7
2019 Ronda Philipinas Stage 3,1,7
2019 Ronda Philipinas Stage 4,1,7
2019 Ronde de l'Isard Stage 1,2,8
2019 Ronde de l'Isard Stage 3,0,4
2019 Ronde de l'Isard Stage 4,0,1
2019 Ronde de l'Oise Stage 1,1,5
2019 Ronde de l'Oise Stage 3,1,5
2019 Ronde des Vallees Stage 1,1,5
2019 Ronde des Vallees Stage 2-1,5,0
2019 Ronde des Vallees Stage 2-2,1,5
2019 Ronde van Vlaanderen Beloften,6,3
2019 Ronde van Vlaanderen Juniores - Tour des Flandres Juniors,6,3
2019 Route Adelie de Vitre,1,3
2019 Royal Bernard Drome Classic,2,1
2019 Russian Road National Championship - ITT,5,0
2019 Russian Road National Championship,1,7
2019 Rutland-Melton Cicle Classic,1,3
2019 Rwandian Road National Championships - ITT,3,0
2019 Rwandian Road National Championships,3,5
2019 Saint Vincentian Road National Championships,2,8
2019 Salvadoran Road National Championships - ITT,5,0
2019 Salvadoran Road National Championships,2,8
2019 Santos Tour Down Under Stage 1,1,5
2019 Santos Tour Down Under Stage 2,1,5
2019 Santos Tour Down Under Stage 3,1,5
2019 Santos Tour Down Under Stage 4,5,0
2019 Santos Tour Down Under Stage 5,1,7
2019 Santos Tour Down Under Stage 6,2,8
2019 Schaal Sels Merksem - Johan Museeuw Classic,6,3
2019 Scorpions' Pass TT,5,8
2019 Serbian Road National Championships,2,1
2019 Setmana Ciclista Valenciana Stage 1,2,8
2019 Setmana Ciclista Valenciana Stage 2,1,5
2019 Setmana Ciclista Valenciana Stage 3,0,4
2019 Setmana Ciclista Valenciana Stage 4,1,8
2019 Settimana Internazionale Coppi e Bartali Stage 1-2,5,0
2019 Settimana Internazionale Coppi e Bartali Stage 2,2,1
2019 Settimana Internazionale Coppi e Bartali Stage 3,2,1
2019 Settimana Internazionale Coppi e Bartali Stage 4,1,3
2019 Settimana Internazionale Coppi e Bartali Stage 5,2,5
2019 Sibiu Cycling Tour Stage 1,2,5
2019 Sibiu Cycling Tour Stage 3,0,4
2019 Singaporean Road National Championships - ITT,5,0
2019 Singaporean Road National Championships,6,3
2019 Sint-Martinusprijs Kontich Stage 1,5,0
2019 Sint-Martinusprijs Kontich Stage 3-1,5,0
2019 SKODA Tour de Luxembourg Prologue,5,0
2019 SKODA Tour de Luxembourg Stage 2,2,5
2019 SKODA Tour de Luxembourg Stage 3,2,1
2019 Slovakian Road National Championship - ITT,5,0
2019 Slovenian Road National Championships - ITT,5,0
2019 Slovenian Road National Championships,1,2
2019 South African Road National Championship - ITT,5,0
2019 South African Road National Championship,3,2
2019 Spanish Road National Championships - ITT,5,0
2019 Spanish Road National Championships,2,8
2019 SPAR Flanders Diamond Tour,6,3
2019 Spar-Omloop Van Het Hageland-Tielt-Winge,6,3
2019 Sparkassen Muensterland Giro,1,5
2019 Strade Bianche,2,2
2019 Swedish Road National Championships - ITT,5,0
2019 Swedish Road National Championships,2,5
2019 Swiss Road National Championship - ITT,5,0
2019 Swiss Road National Championship,2,2
2019 Taiwanese Road National Championships - ITT,5,0
2019 Taiwanese Road National Championships,1,7
2019 Tf GD Dorigo MO Biemmereti MO Ettore e Cristiano Floriani MO Emilio Mazzero,2,5
2019 The 60th Anniversary Thai Cycling Association - The Golden Era Celebration,5,0
2019 The 60th Anniversary Thai Cycling Association Stage 1,5,0
2019 The 60th Anniversary Thai Cycling Association Stage 2,5,0
2019 The 7 International Race Korona Kocich Gor,6,3
2019 The Larry Miller Tour of Utah Prologue,3,0
2019 The Larry Miller Tour of Utah Stage 2,0,4
2019 The Larry Miller Tour of Utah Stage 3,3,5
2019 The Larry Miller Tour of Utah Stage 4,3,3
2019 The Larry Miller Tour of Utah Stage 5,3,8
2019 Tirreno-Adriatico Stage 1,5,0
2019 Tirreno-Adriatico Stage 2,2,1
2019 Tirreno-Adriatico Stage 4,2,1
2019 Tirreno-Adriatico Stage 5,2,2
2019 Tirreno-Adriatico Stage 6,2,5
2019 Tokyo 2020 Test Event,0,4
2019 Tour Alsace Stage 1,5,0
2019 Tour Alsace Stage 2,1,3
2019 Tour Alsace Stage 3,0,4
2019 Tour Alsace Stage 5,1,5
2019 Tour Cycliste Feminin International de l'Ardeche Stage 1,2,1
2019 Tour Cycliste Feminin International de l'Ardeche Stage 2,0,1
2019 Tour Cycliste Feminin International de l'Ardeche Stage 3,2,1
2019 Tour Cycliste Feminin International de l'Ardeche Stage 4,2,5
2019 Tour Cycliste Feminin International de l'Ardeche Stage 5,2,8
2019 Tour Cycliste Feminin International de l'Ardeche Stage 6,0,1
2019 Tour Cycliste Feminin International de l'Ardeche Stage 7,2,1
2019 Tour Cycliste International de la Guadeloupe Prologue,5,0
2019 Tour Cycliste International de la Guadeloupe Stage 4,1,7
2019 Tour Cycliste International de la Guadeloupe Stage 5,1,7
2019 Tour Cycliste International de la Guadeloupe Stage 6,2,8
2019 Tour Cycliste International La Provence Prologue,5,0
2019 Tour Cycliste International La Provence Stage 1,2,1
2019 Tour d'Eure-et-Loir Stage 1,1,7
2019 Tour d'Eure-et-Loir Stage 2,1,5
2019 Tour d'Eure-et-Loir Stage 3,1,5
2019 Tour d'Indonesia Stage 2,0,4
2019 Tour d'Indonesia Stage 3,1,7
2019 Tour d'Indonesia Stage 4,0,4
2019 Tour d'Indonesia Stage 5,0,4
